"IncidentNumber","Year","Ward","Borough","PumpCount","PumpHoursTotal","Type","PropertyCategory","RescueType","RescueCost"
"189713101",2010,"Whalebone","Barking And Dagenham","1","4","Cat","Non Residential","Other animal assistance",1040
"190694101",2010,"Mile End","Tower Hamlets","1","1","Unknown","Dwelling","Other animal assistance",260
"191667101",2010,"Mawneys","Havering","1","1","Dog","Dwelling","Other animal assistance",260
"191993101",2010,"Canning Town North","Newham","1","1","Dog","Outdoor","Other animal assistance",260
"192533101",2010,"Southgate Green","Enfield","1","1","Dog","Outdoor","Animal rescue from water",260
"192955101",2010,"Bedford","Wandsworth","1","1","Bird","Outdoor","Animal rescue from water",260
"193901101",2010,"Northumberland Park","Haringey","1","1","Cat","Dwelling","Animal rescue from below ground",260
"193975101",2010,"Roehampton And Putney Heath","Wandsworth","1","1","Cat","Outdoor","Animal rescue from height",260
"194569101",2010,"Mile End","Tower Hamlets","1","1","Cat","Road Vehicle","Other animal assistance",260
"194813101",2010,"Gipsy Hill","Lambeth","1","2","Dog","Non Residential","Animal rescue from below ground",520
"195192101",2010,"Turkey Street","Enfield","1","1","Cat","Dwelling","Other animal assistance",260
"195387101",2010,"Yeading","Hillingdon","1","1","Dog","Outdoor","Animal rescue from water",260
"195502101",2010,"Town","Enfield","1","1","Cat","Dwelling","Animal rescue from height",260
"198196101",2010,"Purley & Woodcote","Croydon","1","1","Cat","Dwelling","Animal rescue from height",260
"199442101",2010,"Chiswick Riverside","Hounslow","1","1","Bird","Outdoor Structure","Animal rescue from height",260
"200369101",2010,"Farringdon Without","City Of London","1","1","Unknown","Non Residential","Other animal assistance",260
"200664101",2010,"Chase","Enfield","1","1","Bird","Outdoor","Animal rescue from water",260
"200780101",2010,"Hanworth Park","Hounslow","1","1","Cat","Outdoor","Animal rescue from height",260
"202363101",2010,"Bromley Common And Keston","Bromley","1","1","Rabbit","Dwelling","Animal rescue from below ground",260
"202573101",2010,"Bethnal Green","Tower Hamlets","1","1","Bird","Outdoor","Animal rescue from height",260
"202749101",2010,"Addiscombe West","Croydon","1","1","Bird","Dwelling","Animal rescue from height",260
"202941101",2010,"Chessington South","Kingston Upon Thames","1","1","Horse","Outdoor Structure","Animal rescue from water",260
"203054101",2010,"Grange","Enfield","4","4","Dog","Outdoor","Animal rescue from water",1040
"203134101",2010,"Hackney Wick","Hackney","1","1","Cat","Dwelling","Other animal assistance",260
"204291101",2010,"Heath","Barking And Dagenham","1","1","Cat","Dwelling","Other animal assistance",260
"205017101",2010,"Highgate","Camden","1","1","Dog","Outdoor","Animal rescue from water",260
"205123101",2010,"Forest Hill","Lewisham","1","1","Cat","Dwelling","Animal rescue from height",260
"205621101",2010,"Bensham Manor","Croydon","1","1","Bird","Dwelling","Animal rescue from below ground",260
"205682101",2010,"Woolwich Riverside","Greenwich","1","1","Dog","Dwelling","Animal rescue from height",260
"206017101",2010,"Churchfields","Redbridge","1","2","Cat","Dwelling","Animal rescue from height",520
"206385101",2010,"Lea Bridge","Hackney","1","1","Dog","Outdoor","Animal rescue from water",260
"207392101",2010,"Upminster","Havering","3","6","Cow","Outdoor","Animal rescue from water",1560
"207711101",2010,"Welsh Harp","Brent","1","1","Cat","Dwelling","Animal rescue from below ground",260
"207767101",2010,"Telegraph Hill","Lewisham","1","1","Cat","Dwelling","Animal rescue from water",260
"208421101",2010,"Fulham Broadway","Hammersmith And Fulham","1","1","Dog","Dwelling","Other animal assistance",260
"209524101",2010,"Leytonstone","Waltham Forest","1","1","Dog","Outdoor","Animal rescue from water",260
"210029101",2010,"Chessington South","Kingston Upon Thames","1","2","Horse","Outdoor","Other animal assistance",520
"210464101",2010,"Stonecot","Sutton","1","1","Cat","Outdoor","Animal rescue from water",260
"210725101",2010,"Haggerston","Hackney","1","1","Dog","Outdoor","Animal rescue from water",260
"211037101",2010,"Bush Hill Park","Enfield","1","1","Cat","Dwelling","Other animal assistance",260
"212157101",2010,"Lavender Fields","Merton","1","1","Cat","Dwelling","Other animal assistance",260
"212258101",2010,"Chiswick Riverside","Hounslow","1","1","Dog","Outdoor","Animal rescue from water",260
"212264101",2010,"Bedford","Wandsworth","1","1","Dog","Outdoor","Animal rescue from water",260
"212716101",2010,"Childs Hill","Barnet","1","1","Hamster","Dwelling","Other animal assistance",260
"212826101",2010,"Queenstown","Wandsworth","1","1","Dog","Outdoor","Animal rescue from water",260
"212932101",2010,"Crook Log","Bexley","1","1","Dog","Outdoor","Animal rescue from water",260
"212938101",2010,"Stonebridge","Brent","1","1","Dog","Outdoor","Animal rescue from water",260
"213149101",2010,"Eastbrook","Barking And Dagenham","1","1","Dog","Outdoor","Other animal assistance",260
"213213101",2010,"Coulsdon Town","Croydon","1","2","Dog","Dwelling","Animal rescue from below ground",520
"213464101",2010,"Island Gardens","Tower Hamlets","1","1","Bird","Outdoor Structure","Animal rescue from height",260
"213525101",2010,"Knightsbridge And Belgravia","Westminster","1","1","Dog","Outdoor","Animal rescue from water",260
"214208101",2010,"Cannon Hill","Merton","1","1","Dog","Outdoor","Animal rescue from water",260
"214242101",2010,"Bow West","Tower Hamlets","1","1","Dog","Outdoor","Animal rescue from water",260
"214289101",2010,"Hillrise","Islington","1","1","Dog","Outdoor","Other animal assistance",260
"214330101",2010,"Danson Park","Bexley","1","2","Dog","Outdoor","Animal rescue from water",520
"214391101",2010,"Hale","Barnet","1","1","Dog","Outdoor","Animal rescue from water",260
"214925101",2010,"Broad Green","Croydon","1","1","Dog","Outdoor Structure","Other animal assistance",260
"215280101",2010,"St. Mary's","Islington","1","1","Cat","Non Residential","Other animal assistance",260
"216079101",2010,"Crayford","Bexley","1","1","Cat","Dwelling","Other animal assistance",260
"216187101",2010,"Southgate","Enfield","1","1","Cat","Dwelling","Animal rescue from height",260
"216289101",2010,"Hylands","Havering","1","1","Dog","Outdoor","Other animal assistance",260
"216541101",2010,"Stonebridge","Brent","1","1","Cat","Dwelling","Animal rescue from below ground",260
"217168101",2010,"Teddington","Richmond Upon Thames","1","1","Dog","Outdoor","Animal rescue from water",260
"217392101",2010,"Cheam","Sutton","1","1","Cat","Outdoor","Animal rescue from height",260
"217490101",2010,"Regent's Park","Camden","1","1","Dog","Outdoor Structure","Other animal assistance",260
"218152101",2010,"Springfield","Hackney","1","1","Dog","Outdoor","Animal rescue from water",260
"218261101",2010,"Chingford Green","Waltham Forest","1","1","Dog","Outdoor","Animal rescue from water",260
"218847101",2010,"Chingford Green","Waltham Forest","2","3","Dog","Outdoor","Other animal assistance",780
"219023101",2010,"Shadwell","Tower Hamlets","1","1","Cat","Outdoor Structure","Animal rescue from height",260
"219734101",2010,"Belmont","Harrow","1","1","Unknown","Dwelling","Other animal assistance",260
"219745101",2010,"Belmont","Harrow","1","1","Bird","Dwelling","Other animal assistance",260
"219835101",2010,"Sutton West","Sutton","1","1","Cat","Dwelling","Animal rescue from height",260
"312111",2011,"Perry Vale","Lewisham","1","1","Cat","Dwelling","Animal rescue from below ground",260
"336111",2011,"Surrey Docks","Southwark","1","2","Bird","Outdoor","Animal rescue from height",520
"678111",2011,"St. Ann's","Haringey","1","1","Fox","Non Residential","Other animal assistance",260
"882111",2011,"Ealing Broadway","Ealing","1","1","Cat","Dwelling","Other animal assistance",260
"1790111",2011,"Cray Valley West","Bromley","1","1","Unknown","Dwelling","Animal rescue from height",260
"1842111",2011,"Cray Valley West","Bromley","1","1","Unknown","Outdoor","Animal rescue from height",260
"2067111",2011,"Welsh Harp","Brent","1","1","Cat","Outdoor","Animal rescue from water",260
"2106111",2011,"Cray Valley West","Bromley","1","1","Cat","Dwelling","Animal rescue from height",260
"2741111",2011,"Rainham And Wennington","Havering","1","1","Dog","Dwelling","Other animal assistance",260
"3496111",2011,"Hanworth","Hounslow","1","1","Dog","Road Vehicle","Other animal assistance",260
"3678111",2011,"Chelsea Riverside","Kensington And Chelsea","1","1","Bird","Outdoor","Animal rescue from height",260
"3680111",2011,"Brixton Hill","Lambeth","1","2","Dog","Dwelling","Other animal assistance",520
"3699111",2011,"Norbury & Pollards Hill","Croydon","1","1","Fox","Dwelling","Other animal assistance",260
"3992111",2011,"Golders Green","Barnet","1","2","Cat","Outdoor","Other animal assistance",520
"5524111",2011,"Thurlow Park","Lambeth","1","1","Cat","Dwelling","Animal rescue from height",260
"5838111",2011,"Little Venice","Westminster","1","1","Cat","Dwelling","Animal rescue from below ground",260
"6039111",2011,"Ham, Petersham And Richmond Riverside","Richmond Upon Thames","1","1","Dog","Outdoor","Animal rescue from below ground",260
"6212111",2011,"Little Venice","Westminster","1","1","Cat","Dwelling","Animal rescue from below ground",260
"6236111",2011,"Westbourne","Westminster","1","1","Fox","Outdoor Structure","Other animal assistance",260
"8013111",2011,"Mill Hill","Barnet","1","1","Deer","Outdoor","Other animal assistance",260
"9070111",2011,"Finsbury Park","Islington","1","1","Cat","Outdoor Structure","Animal rescue from height",260
"9540111",2011,"Belmont","Sutton","1","1","Cat","Outdoor","Animal rescue from height",260
"12290111",2011,"Hampton North","Richmond Upon Thames","1","1","Cat","Non Residential","Other animal assistance",260
"12690111",2011,"Longbridge","Barking And Dagenham","1","1","Cat","Dwelling","Animal rescue from height",260
"13146111",2011,"Borough & Bankside","Southwark","1","1","Cat","Outdoor","Animal rescue from height",260
"14131111",2011,"Cantelowes","Camden","1","1","Cat","Non Residential","Other animal assistance",260
"14408111",2011,"Hillingdon East","Hillingdon","1","1","Cat","Dwelling","Animal rescue from height",260
"15686111",2011,"Carshalton South And Clockhouse","Sutton","1","1","Cat","Outdoor","Animal rescue from height",260
"16711111",2011,"Highbury East","Islington","1","1","Dog","Dwelling","Animal rescue from below ground",260
"17182111",2011,"Totteridge","Barnet","1","2","Horse","Non Residential","Animal rescue from below ground",520
"17261111",2011,"Valley","Waltham Forest","2","3","Dog","Outdoor","Animal rescue from water",780
"18520111",2011,"Ladywell","Lewisham","1","1","Dog","Outdoor","Animal rescue from water",260
"19256111",2011,"St. George's","Islington","1","1","Dog","Outdoor","Other animal assistance",260
"19581111",2011,"London Bridge & West Bermondsey","Southwark","1","1","Cat","Dwelling","Other animal assistance",260
"20199111",2011,"Squirrel's Heath","Havering","1","1","Dog","Outdoor","Animal rescue from water",260
"20451111",2011,"Herne Hill","Lambeth","1","2","Cat","Outdoor Structure","Other animal assistance",520
"21058111",2011,"East Sheen","Richmond Upon Thames","1","1","Cat","Dwelling","Animal rescue from height",260
"21535111",2011,"Tulse Hill","Lambeth","1","1","Cat","Dwelling","Animal rescue from height",260
"22134111",2011,"Enfield Highway","Enfield","1","1","Cat","Outdoor","Animal rescue from height",260
"22236111",2011,"Tollington","Islington","1","1","Cat","Dwelling","Other animal assistance",260
"22865111",2011,"Havering Park","Havering","1","1","Fox","Outdoor Structure","Animal rescue from height",260
"24455111",2011,"Mayesbrook","Barking And Dagenham","1","1","Cat","Dwelling","Animal rescue from height",260
"25514111",2011,"London Fields","Hackney","1","1","Cat","Outdoor","Animal rescue from height",260
"26038111",2011,"Willesden Green","Brent","1","2","Dog","Dwelling","Other animal assistance",520
"26137111",2011,"Holborn And Covent Garden","Camden","1","1","Cat","Dwelling","Animal rescue from height",260
"26639111",2011,"Stonebridge","Brent","1","1","Cat","Outdoor","Animal rescue from height",260
"27880111",2011,"Garden Suburb","Barnet","1","1","Dog","Road Vehicle","Other animal assistance",260
"29404111",2011,"Underhill","Barnet","1","1","Cat","Dwelling","Animal rescue from height",260
"30147111",2011,"Boleyn","Newham","1","1","Cat","Dwelling","Animal rescue from height",260
"30449111",2011,"Bedford","Wandsworth","2","3","Bird","Outdoor","Animal rescue from height",780
"30782111",2011,"Swiss Cottage","Camden","1","1","Bird","Dwelling","Animal rescue from height",260
"30890111",2011,"Eltham North","Greenwich","1","1","Cat","Non Residential","Other animal assistance",260
"31280111",2011,"Old Kent Road","Southwark","1","1","Cat","Outdoor","Animal rescue from height",260
"31739111",2011,"West Hendon","Barnet","1","1","Unknown","Dwelling","Other animal assistance",260
"31985111",2011,"Underhill","Barnet","1","2","Cat","Outdoor","Animal rescue from height",520
"32093111",2011,"Brunswick Park","Barnet","1","1","Bird","Dwelling","Animal rescue from height",260
"32125111",2011,"Clapham Town","Lambeth","1","1","Cat","Non Residential","Other animal assistance",260
"32145111",2011,"St. Peter's","Islington","1","1","Cat","Non Residential","Animal rescue from height",260
"32405111",2011,"Haggerston","Hackney","1","1","Cat","Dwelling","Other animal assistance",260
"32631111",2011,"Feltham West","Hounslow","1","1","Dog","Dwelling","Other animal assistance",260
"32671111",2011,"Mottingham And Chislehurst North","Bromley","1","1","Dog","Dwelling","Animal rescue from below ground",260
"33179111",2011,"Plaistow North","Newham","1","1","Fox","Outdoor Structure","Other animal assistance",260
"33505111",2011,"Worcester Park","Sutton","1","1","Cat","Dwelling","Animal rescue from height",260
"33518111",2011,"Bow West","Tower Hamlets","1","1","Dog","Outdoor","Animal rescue from water",260
"34099111",2011,"Cantelowes","Camden","1","1","Cat","Non Residential","Animal rescue from height",260
"34100111",2011,"Greenford Broadway","Ealing","1","1","Bird","Dwelling","Animal rescue from height",260
"34588111",2011,"Tottenham Green","Haringey","1","1","Dog","Non Residential","Animal rescue from height",260
"34910111",2011,"Belsize","Camden","1","1","Cat","Dwelling","Animal rescue from height",260
"36312111",2011,"Tolworth And Hook Rise","Kingston Upon Thames","1","1","Bird","Dwelling","Other animal assistance",260
"36607111",2011,"Wallington North","Sutton","1","2","Cat","Outdoor","Animal rescue from height",520
"37066111",2011,"Cray Valley East","Bromley","1","1","Cat","Dwelling","Animal rescue from height",260
